S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len	FOS	Dis	

2244	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.5	0.8	1.888	-0.046
2245	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.7	1.2	2.085	-0.044
2246	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.7	1.0	1.927	-0.048
2247	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.7	0.8	1.76	-0.052
2248	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.9	1.2	1.94	-0.048
2249	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.9	1.0	1.731	-0.052
2250	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	100	10.0	15	0.9	0.8	1.594	-0.054
2251	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.5	1.2	2.142	-0.051
2252	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.5	1.0	1.985	-0.055
2253	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.5	0.8	1.792	-0.06
2254	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.7	1.2	1.991	-0.056
2255	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.7	1.0	1.84	-0.059
2256	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.7	0.8	1.644	-0.065
2257	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.9	1.2	1.851	-0.061
2258	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.9	1.0	1.681	-0.066
2259	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	5.0	15	0.9	0.8	1.464	-0.074
2260	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.5	1.2	2.186	-0.041
2261	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.5	1.0	2.041	-0.043
2262	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.5	0.8	1.884	-0.046
2263	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.7	1.2	2.077	-0.043
2264	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.7	1.0	1.923	-0.047
2265	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.7	0.8	1.759	-0.05
2266	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.9	1.2	1.945	-0.047
2267	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.9	1.0	1.8	-0.05
2268	6500	19.5	30.0	15.0	0.35	0.0	6.0	0	200	10.0	15	0.9	0.8	1.602	-0.053
2269	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.5	1.2	2.146	-0.035
2270	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.5	1.0	1.976	-0.039
2271	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.5	0.8	1.715	-0.044
2272	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.7	1.2	1.996	-0.041
2273	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.7	1.0	1.846	-0.044
2274	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.7	0.8	1.695	-0.052
2275	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.9	1.2	1.806	-0.046
2276	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.9	1.0	1.696	-0.051
2277	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	5.0	15	0.9	0.8	1.416	-0.061
2278	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.5	1.2	2.187	-0.024
2279	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.5	1.0	2.051	-0.026
2280	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.5	0.8	1.862	-0.029
2281	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.7	1.2	2.094	-0.027
2282	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.7	1.0	1.932	-0.031
2283	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.7	0.8	1.735	-0.034
2284	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.9	1.2	1.935	-0.031
2285	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.9	1.0	1.679	-0.034
2286	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	100	10.0	15	0.9	0.8	1.583	-0.037
2287	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.5	1.2	2.141	-0.034
2288	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.5	1.0	1.976	-0.038
2289	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.5	0.8	1.713	-0.043
2290	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.7	1.2	2.004	-0.039
2291	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.7	1.0	1.854	-0.042
2292	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.7	0.8	1.684	-0.049
2293	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.9	1.2	1.856	-0.044
2294	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.9	1.0	1.703	-0.049
2295	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	5.0	15	0.9	0.8	1.465	-0.058
2296	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.5	1.2	2.209	-0.024
2297	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.5	1.0	2.051	-0.025
2298	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.5	0.8	1.869	-0.028
2299	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.7	1.2	2.084	-0.026
2300	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.7	1.0	1.934	-0.029
2301	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.7	0.8	1.736	-0.033
2302	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.9	1.2	1.927	-0.03
2303	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.9	1.0	1.686	-0.033
2304	6500	19.5	30.0	15.0	0.3	0.0	6.0	0	200	10.0	15	0.9	0.8	1.606	-0.036
2305	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.5	1.2	1.703	-0.064
2306	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.5	1.0	1.488	-0.075
2307	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.5	0.8	1.303	-0.099
2308	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.7	1.2	1.493	-0.074
2309	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.7	1.0	1.316	-0.091
2310	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.7	0.8	1.146	-0.13
2311	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.9	1.2	1.245	-0.103
2312	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.9	1.0	1.069	-0.194
2313	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	5.0	15	0.9	0.8	0	-0.079
2314	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.5	1.2	1.758	-0.051
2315	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.5	1.0	1.555	-0.054
2316	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.5	0.8	1.363	-0.062
2317	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.7	1.2	1.605	-0.055
2318	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.7	1.0	1.391	-0.062
2319	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.7	0.8	1.192	-0.077
2320	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.9	1.2	1.329	-0.068
2321	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.9	1.0	1.152	-0.085
2322	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	100	10.0	15	0.9	0.8	0	-0.05
2323	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.5	1.2	1.669	-0.062
2324	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.5	1.0	1.493	-0.072
2325	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.5	0.8	1.305	-0.094
2326	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.7	1.2	1.497	-0.071
2327	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.7	1.0	1.316	-0.085
2328	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.7	0.8	1.125	-0.121
2329	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.9	1.2	1.235	-0.091
2330	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.9	1.0	1.072	-0.175
2331	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	5.0	15	0.9	0.8	0	-0.077
2332	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.5	1.2	1.719	-0.05
2333	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.5	1.0	1.554	-0.052
2334	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.5	0.8	1.38	-0.059
2335	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.7	1.2	1.63	-0.053
2336	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.7	1.0	1.384	-0.059
2337	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.7	0.8	1.191	-0.071
2338	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.9	1.2	1.336	-0.063
2339	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.9	1.0	1.156	-0.075
2340	6500	19.5	30.0	5.0	0.35	0.0	6.0	0	200	10.0	15	0.9	0.8	0	-0.049
2341	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.5	1.2	1.679	-0.045
2342	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.5	1.0	1.494	-0.052
2343	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.5	0.8	1.31	-0.07
2344	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.7	1.2	1.482	-0.053
2345	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.7	1.0	1.314	-0.067
2346	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.7	0.8	1.104	-0.101
2347	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.9	1.2	1.23	-0.077
2348	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.9	1.0	0	-0.041
2349	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	5.0	15	0.9	0.8	0	-0.057
2350	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.5	1.2	1.73	-0.032
2351	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.5	1.0	1.566	-0.035
2352	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.5	0.8	1.366	-0.041
2353	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.7	1.2	1.594	-0.036
2354	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.7	1.0	1.386	-0.042
2355	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.7	0.8	1.194	-0.053
2356	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.9	1.2	1.328	-0.049
2357	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.9	1.0	1.152	-0.059
2358	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	100	10.0	15	0.9	0.8	0	-0.033
2359	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.5	1.2	1.649	-0.043
2360	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.5	1.0	1.495	-0.049
2361	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.5	0.8	1.324	-0.064
2362	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.7	1.2	1.488	-0.051
2363	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.7	1.0	1.321	-0.061
2364	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.7	0.8	1.121	-0.092
2365	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.9	1.2	1.239	-0.067
2366	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.9	1.0	0	-0.04
2367	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	5.0	15	0.9	0.8	0	-0.055
2368	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.5	1.2	1.73	-0.031
2369	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.5	1.0	1.576	-0.033
2370	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.5	0.8	1.369	-0.038
2371	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.7	1.2	1.613	-0.034
2372	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.7	1.0	1.388	-0.039
2373	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.7	0.8	1.195	-0.048
2374	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.9	1.2	1.329	-0.043
2375	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.9	1.0	1.146	-0.051
2376	6500	19.5	30.0	5.0	0.3	0.0	6.0	0	200	10.0	15	0.9	0.8	0	-0.032
2377	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.5	1.2	2.795	-0.039
2378	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.5	1.0	2.588	-0.041
2379	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.5	0.8	2.368	-0.044
2380	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.7	1.2	2.632	-0.042
2381	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.7	1.0	2.423	-0.042
2382	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.7	0.8	2.183	-0.045
2383	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.9	1.2	2.419	-0.043
2384	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.9	1.0	2.25	-0.046
2385	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	5.0	15	0.9	0.8	1.968	-0.049
2386	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.5	1.2	2.879	-0.03
2387	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.5	1.0	2.679	-0.031
2388	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.5	0.8	2.484	-0.033
2389	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.7	1.2	2.73	-0.032
2390	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.7	1.0	2.522	-0.034
2391	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.7	0.8	2.319	-0.035
2392	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.9	1.2	2.561	-0.033
2393	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.9	1.0	2.382	-0.035
2394	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	100	10.0	15	0.9	0.8	2.178	-0.036
2395	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.5	1.2	2.789	-0.039
2396	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.5	1.0	2.589	-0.042
2397	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.5	0.8	2.388	-0.045
2398	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.7	1.2	2.632	-0.043
2399	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.7	1.0	2.428	-0.044
2400	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.7	0.8	2.226	-0.047
2401	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.9	1.2	2.443	-0.045
2402	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.9	1.0	2.266	-0.048
2403	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	5.0	15	0.9	0.8	2.004	-0.053
2404	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.5	1.2	2.894	-0.031
2405	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.5	1.0	2.664	-0.032
2406	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.5	0.8	2.455	-0.034
2407	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.7	1.2	2.754	-0.032
2408	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.7	1.0	2.54	-0.034
2409	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.7	0.8	2.341	-0.037
2410	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.9	1.2	2.562	-0.034
2411	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.9	1.0	2.387	-0.036
2412	6500	19.5	34.0	25.0	0.35	4.0	6.0	0	200	10.0	15	0.9	0.8	2.174	-0.038
2413	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.5	1.2	2.769	-0.021
2414	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.5	1.0	2.6	-0.023
2415	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.5	0.8	2.375	-0.026
2416	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.7	1.2	2.633	-0.024
2417	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.7	1.0	2.41	-0.024
2418	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.7	0.8	2.21	-0.029
2419	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.9	1.2	2.405	-0.026
2420	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.9	1.0	2.261	-0.029
2421	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	5.0	15	0.9	0.8	2.009	-0.032
2422	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.5	1.2	2.88	-0.012
2423	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.5	1.0	2.651	-0.013
2424	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.5	0.8	2.46	-0.015
2425	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.7	1.2	2.722	-0.013
2426	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.7	1.0	2.538	-0.015
2427	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.7	0.8	2.357	-0.017
2428	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.9	1.2	2.555	-0.015
2429	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.9	1.0	2.357	-0.017
2430	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	100	10.0	15	0.9	0.8	2.185	-0.018
2431	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.5	1.2	2.732	-0.022
2432	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.5	1.0	2.568	-0.024
2433	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.5	0.8	2.37	-0.028
2434	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.7	1.2	2.627	-0.025
2435	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.7	1.0	2.419	-0.027
2436	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.7	0.8	2.219	-0.031
2437	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.9	1.2	2.432	-0.028
2438	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.9	1.0	2.266	-0.032
2439	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	5.0	15	0.9	0.8	2.031	-0.037
2440	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.5	1.2	2.877	-0.013
2441	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.5	1.0	2.662	-0.014
2442	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.5	0.8	2.452	-0.016
2443	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.7	1.2	2.737	-0.014
2444	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.7	1.0	2.539	-0.017
2445	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.7	0.8	2.342	-0.019
2446	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.9	1.2	2.573	-0.017
2447	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.9	1.0	2.341	-0.019
2448	6500	19.5	34.0	25.0	0.3	4.0	6.0	0	200	10.0	15	0.9	0.8	2.152	-0.021
2449	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.5	1.2	2.347	-0.044
2450	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.5	1.0	2.167	-0.047
2451	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.5	0.8	1.894	-0.052
2452	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.7	1.2	2.216	-0.049
2453	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.7	1.0	2.003	-0.05
2454	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.7	0.8	1.717	-0.055
2455	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.9	1.2	1.947	-0.052
2456	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.9	1.0	1.797	-0.056
2457	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	5.0	15	0.9	0.8	1.415	-0.062
2458	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.5	1.2	2.461	-0.035
2459	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.5	1.0	2.226	-0.036
2460	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.5	0.8	2.044	-0.039
2461	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.7	1.2	2.313	-0.037
2462	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.7	1.0	2.13	-0.04
2463	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.7	0.8	1.892	-0.043
2464	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.9	1.2	2.101	-0.039
2465	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.9	1.0	1.901	-0.042
2466	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	100	10.0	15	0.9	0.8	1.522	-0.044
2467	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.5	1.2	2.358	-0.044
2468	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.5	1.0	2.157	-0.047
2469	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.5	0.8	1.91	-0.052
2470	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.7	1.2	2.203	-0.049
2471	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.7	1.0	2.02	-0.05
2472	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.7	0.8	1.726	-0.055
2473	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.9	1.2	1.979	-0.052
2474	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.9	1.0	1.845	-0.056
2475	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	5.0	15	0.9	0.8	1.425	-0.063
2476	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.5	1.2	2.418	-0.035
2477	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.5	1.0	2.212	-0.036
2478	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.5	0.8	2.037	-0.039
2479	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.7	1.2	2.304	-0.036
2480	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.7	1.0	2.144	-0.04
2481	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.7	0.8	1.909	-0.043
2482	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.9	1.2	2.097	-0.04
2483	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.9	1.0	1.894	-0.042
2484	6500	19.5	34.0	15.0	0.35	4.0	6.0	0	200	10.0	15	0.9	0.8	1.538	-0.044
2485	6500	19.5	34.0	15.0	0.3	4.0	6.0	0	100	5.0	15	0.5	1.2	2.375	-0.027
2486	6500	19.5	34.0	15.0	0.3	4.0	6.0	0	100	5.0	15	0.5	1.0	2.159	-0.029
2487	6500	19.5	34.0	15.0	0.3	4.0	6.0	0	100	5.0	15	0.5	0.8	1.929	-0.033
